order_id,customer_id,order_date,amount
4146,30,2023-05-26,5.48
4147,5,2023-05-29,9.31
4148,9,2023-05-27,85.73
4149,35,2023-05-04,18.19
4150,31,2023-05-18,29.54
4151,35,2023-05-26,96.21
4152,28,2023-05-03,45.43
4153,16,2023-05-12,40.48
4154,15,2023-05-09,21.92
4155,19,2023-05-11,7.24
4156,22,2023-05-23,77.32
4157,26,2023-05-26,32.05
4158,27,2023-05-29,52.61
4159,25,2023-05-05,3.52
4160,26,2023-05-04,70.62
4161,4,2023-05-06,3.12
4162,16,2023-05-09,89.61
4163,2,2023-05-30,93.63
4164,13,2023-05-18,38.63
4165,3,2023-05-26,11.14
4166,10,2023-05-24,33.41
4167,34,2023-05-16,91.88
4168,27,2023-05-25,36.72
4169,4,2023-05-01,43.59
4170,6,2023-05-03,45.13
4171,39,2023-05-10,53.85
4172,26,2023-05-22,55.33
4173,35,2023-05-26,12.61
4174,8,2023-05-02,87.34
4175,20,2023-05-01,14.65
4176,21,2023-05-02,19.68
4177,21,2023-05-29,99.46
4178,21,2023-05-10,21.78
4179,37,2023-05-15,80.21
4180,33,2023-05-06,52.86
4181,14,2023-05-30,11.60
4182,18,2023-05-24,33.21
4183,16,2023-05-25,47.12
4184,27,2023-05-20,83.83
4185,10,2023-05-18,40.26
4186,2,2023-05-17,73.30
4187,33,2023-05-23,51.27
4188,14,2023-05-27,7.10
4189,39,2023-05-02,31.53
4190,18,2023-05-05,43.90
4191,29,2023-05-27,70.75
4192,40,2023-05-01,25.61
4193,24,2023-05-25,8.75
4194,39,2023-05-26,63.79
4195,7,2023-05-02,33.46
4196,22,2023-05-12,33.55
4197,34,2023-05-06,9.07
4198,13,2023-05-04,87.92
4199,12,2023-05-11,4.65
4200,18,2023-05-06,20.69
4201,10,2023-05-30,22.14
4202,17,2023-05-22,73.54
4203,34,2023-05-30,54.98
4204,35,2023-05-22,4.94
4205,36,2023-05-13,43.86
4206,40,2023-05-22,12.04
4207,28,2023-05-28,34.36
4208,12,2023-05-04,24.68
4209,21,2023-05-21,82.90
4210,21,2023-05-28,70.94
4211,30,2023-05-18,1.95
4212,2,2023-05-09,47.53
4213,9,2023-05-13,83.11
4214,21,2023-05-22,14.93
4215,15,2023-05-21,87.87
4216,2,2023-05-18,77.32
4217,36,2023-05-24,49.49
4218,37,2023-05-29,0.32
4219,1,2023-05-06,86.78
4220,39,2023-05-08,65.71
4221,4,2023-05-18,90.83
4222,34,2023-05-12,61.80
4223,1,2023-05-14,8.92
4224,40,2023-05-17,60.22
4225,20,2023-05-05,16.71
4226,7,2023-05-16,35.90
4227,20,2023-05-04,38.89
4228,39,2023-05-14,45.31
4229,2,2023-05-15,51.90
4230,1,2023-05-01,90.08
4231,15,2023-05-25,77.57
4232,2,2023-05-03,58.07
4233,1,2023-05-02,55.95
4234,29,2023-05-09,51.73
4235,13,2023-05-28,67.63
4236,12,2023-05-26,85.28
4237,38,2023-05-15,60.92
4238,40,2023-05-14,56.11
4239,36,2023-05-06,27.97
4240,11,2023-05-29,73.39
4241,30,2023-05-20,65.12
4242,21,2023-05-13,57.56
4243,16,2023-05-30,47.49
4244,20,2023-05-09,8.01
4245,28,2023-05-04,45.75
4246,1,2023-05-23,72.82
4247,37,2023-05-03,13.54
4248,25,2023-05-10,44.80
4249,39,2023-05-09,78.35
4250,33,2023-05-27,50.89
4251,16,2023-05-19,75.58
4252,33,2023-05-27,98.04
4253,10,2023-05-21,75.90
4254,18,2023-05-25,88.43
4255,38,2023-05-27,69.25
4256,7,2023-05-09,18.83
4257,33,2023-05-27,85.52
4258,15,2023-05-18,34.86
4259,18,2023-05-01,51.38
4260,25,2023-05-13,19.39
4261,17,2023-05-02,5.64
4262,30,2023-05-09,56.24
4263,10,2023-05-26,21.28
4264,1,2023-05-23,25.16
4265,8,2023-05-04,11.48
4266,18,2023-05-09,52.28
4267,33,2023-05-12,28.72
4268,38,2023-05-16,61.34
4269,32,2023-05-16,1.86
4270,16,2023-05-26,45.30
4271,5,2023-05-02,93.91
4272,35,2023-05-17,5.47
4273,31,2023-05-30,5.05
4274,5,2023-05-30,85.63
4275,34,2023-05-06,90.05
4276,30,2023-05-17,62.76
4277,17,2023-05-21,6.75
4278,14,2023-05-11,42.24
4279,12,2023-05-09,63.63
4280,33,2023-05-15,45.75
4281,18,2023-05-30,87.87
4282,38,2023-05-04,73.07
4283,25,2023-05-11,93.01
4284,27,2023-05-13,64.96
4285,8,2023-05-12,85.21
4286,19,2023-05-17,93.97
4287,3,2023-05-23,10.62
4288,32,2023-05-04,62.17
4289,38,2023-05-06,12.85
4290,8,2023-05-12,90.48
4291,16,2023-05-26,39.20
4292,35,2023-05-08,43.01
4293,26,2023-05-06,7.02
4294,34,2023-05-01,41.56
4295,5,2023-05-19,17.41
4296,26,2023-05-03,90.40
4297,7,2023-05-06,82.58
4298,7,2023-05-29,49.50
4299,22,2023-05-03,15.27
4300,25,2023-05-25,65.62
4301,26,2023-05-29,13.79
4302,17,2023-05-11,94.98
4303,23,2023-05-17,64.80
4304,28,2023-05-06,28.51
4305,24,2023-05-18,77.35
4306,38,2023-05-18,61.61
4307,37,2023-05-25,56.23
4308,16,2023-05-09,33.54
4309,13,2023-05-17,20.66
4310,11,2023-05-06,98.94
4311,20,2023-05-27,75.13
4312,2,2023-05-09,83.36
4313,30,2023-05-10,43.01
4314,3,2023-05-21,18.19
4315,33,2023-05-29,81.05
4316,6,2023-05-11,46.43
4317,7,2023-05-29,2.82
4318,20,2023-05-13,39.76
4319,17,2023-05-07,52.72
4320,16,2023-05-13,70.47
4321,20,2023-05-26,88.59
4322,1,2023-05-21,36.66
4323,23,2023-05-26,50.56
4324,14,2023-05-12,48.27
4325,27,2023-05-04,16.69
4326,16,2023-05-12,43.17
4327,17,2023-05-07,71.63
4328,35,2023-05-22,17.51
4329,31,2023-05-21,43.65
4330,28,2023-05-03,22.54
4331,27,2023-05-23,97.53
4332,3,2023-05-03,1.33
4333,21,2023-05-10,5.99
4334,27,2023-05-20,13.23
4335,17,2023-05-18,60.67
4336,13,2023-05-21,21.17
4337,10,2023-05-07,25.45
4338,24,2023-05-06,97.59
4339,16,2023-05-10,79.12
4340,11,2023-05-21,38.57
4341,34,2023-05-16,42.47
4342,24,2023-05-29,62.20
4343,12,2023-05-20,35.70
4344,35,2023-05-05,7.64
4345,10,2023-05-28,65.86
4346,1,2023-05-03,44.00
4347,3,2023-05-30,1.48
4348,9,2023-05-04,44.63
4349,22,2023-05-20,51.49
4350,13,2023-05-26,81.42
4351,39,2023-05-29,29.15
4352,34,2023-05-06,46.58
4353,27,2023-05-10,48.00
4354,35,2023-05-01,14.49
4355,15,2023-05-13,66.72
4356,1,2023-05-01,15.28
4357,28,2023-05-05,72.27
4358,37,2023-05-15,3.26
4359,30,2023-05-23,66.82
4360,12,2023-05-11,68.60
4361,8,2023-05-27,2.70
4362,26,2023-05-13,58.51
4363,16,2023-05-14,92.09
4364,23,2023-05-01,45.43
4365,17,2023-05-19,3.03
4366,20,2023-05-12,4.02
4367,36,2023-05-04,41.99
4368,22,2023-05-26,36.25
4369,21,2023-05-28,14.72
4370,10,2023-05-19,14.43
4371,12,2023-05-11,51.45
4372,31,2023-05-12,95.64
4373,24,2023-05-01,80.75
4374,15,2023-05-16,97.92
4375,29,2023-05-27,36.74
4376,29,2023-05-05,18.57
4377,31,2023-05-09,88.68
4378,31,2023-05-14,17.76
4379,20,2023-05-25,88.97
4380,13,2023-05-11,87.11
4381,30,2023-05-10,45.87
4382,40,2023-05-17,72.02
4383,30,2023-05-22,40.56
4384,3,2023-05-12,19.06
4385,9,2023-05-18,24.84
4386,5,2023-05-11,75.35
4387,15,2023-05-01,55.14
4388,13,2023-05-14,75.28
4389,30,2023-05-18,41.55
4390,36,2023-05-10,12.22
4391,19,2023-05-02,16.21
4392,30,2023-05-05,7.28
4393,16,2023-05-07,54.55
4394,40,2023-05-26,55.61
4395,14,2023-05-11,15.00
4396,11,2023-05-01,51.81
4397,13,2023-05-15,97.88
4398,31,2023-05-01,70.27
4399,23,2023-05-26,62.87
4400,8,2023-05-19,3.89
4401,32,2023-05-14,85.58
4402,20,2023-05-24,44.83
4403,32,2023-05-23,78.70
4404,19,2023-05-30,25.20
4405,14,2023-05-22,50.76
4406,5,2023-05-10,21.76
4407,14,2023-05-27,26.56
4408,7,2023-05-16,69.22
4409,20,2023-05-22,7.09
4410,38,2023-05-18,19.39
4411,31,2023-05-11,4.24
4412,33,2023-05-29,29.88
4413,30,2023-05-23,45.56
4414,2,2023-05-02,65.14
4415,29,2023-05-30,7.78
4416,5,2023-05-25,45.37
4417,17,2023-05-23,4.48
4418,40,2023-05-17,84.05
4419,39,2023-05-23,22.59
4420,25,2023-05-05,13.75
4421,9,2023-05-06,75.54
4422,3,2023-05-09,11.78
4423,16,2023-05-03,16.46
4424,32,2023-05-07,1.85
4425,26,2023-05-14,33.90
4426,31,2023-05-30,26.26
4427,29,2023-05-22,34.90
4428,31,2023-05-30,54.37
4429,1,2023-05-13,5.07
4430,10,2023-05-16,17.03
4431,34,2023-05-11,24.14
4432,11,2023-05-19,34.62
4433,20,2023-05-14,6.64
4434,31,2023-05-16,36.51
4435,20,2023-05-04,32.20
4436,31,2023-05-21,53.56
4437,13,2023-05-18,27.58
4438,4,2023-05-17,2.28
4439,8,2023-05-20,63.47
4440,33,2023-05-20,68.85
4441,2,2023-05-20,33.17
4442,29,2023-05-14,44.58
4443,1,2023-05-21,87.16
4444,30,2023-05-11,60.53
4445,23,2023-05-15,8.28
4446,13,2023-05-21,18.05
4447,37,2023-05-26,24.94
4448,32,2023-05-24,14.94
4449,33,2023-05-26,77.03
4450,19,2023-05-26,21.97
4451,8,2023-05-03,68.27
4452,22,2023-05-05,73.56
4453,35,2023-05-08,61.67
4454,2,2023-05-15,98.10
4455,6,2023-05-18,0.82
4456,3,2023-05-14,28.33
4457,12,2023-05-01,68.47
4458,30,2023-05-21,0.22
4459,4,2023-05-19,26.17
4460,4,2023-05-16,70.21
4461,15,2023-05-22,13.78
4462,29,2023-05-01,54.56
4463,6,2023-05-16,26.49
4464,38,2023-05-01,22.56
4465,8,2023-05-25,27.80
4466,19,2023-05-10,55.28
4467,2,2023-05-01,2.31
4468,36,2023-05-16,15.94
4469,12,2023-05-25,99.23
4470,20,2023-05-30,64.04
4471,18,2023-05-19,68.94
4472,21,2023-05-26,86.05
4473,24,2023-05-29,48.57
4474,36,2023-05-12,7.94
4475,29,2023-05-24,9.88
4476,35,2023-05-10,1.40
4477,32,2023-05-13,42.96
4478,9,2023-05-15,94.81
4479,6,2023-05-02,12.57
4480,35,2023-05-18,52.32
4481,25,2023-05-20,90.49
4482,7,2023-05-12,90.19
4483,9,2023-05-03,36.97
4484,19,2023-05-03,58.09
4485,7,2023-05-03,76.85
4486,2,2023-05-09,24.93
4487,36,2023-05-11,92.24
4488,6,2023-05-23,73.66
4489,30,2023-05-22,32.15
4490,6,2023-05-20,27.70
4491,3,2023-05-29,22.01
4492,9,2023-05-08,2.67
4493,4,2023-05-03,40.99
4494,1,2023-05-09,1.49
4495,27,2023-05-14,23.59
4496,33,2023-05-04,48.46
4497,20,2023-05-20,33.41
4498,15,2023-05-29,88.23
4499,23,2023-05-05,51.50
4500,26,2023-05-10,59.64
4501,4,2023-05-06,19.81
4502,36,2023-05-02,90.75
4503,13,2023-05-10,80.68
4504,16,2023-05-30,51.89
4505,15,2023-05-19,57.66
4506,12,2023-05-04,46.08
4507,24,2023-05-25,29.94
4508,16,2023-05-07,12.66
4509,26,2023-05-04,62.89
4510,21,2023-05-23,69.38
4511,6,2023-05-09,70.77
4512,39,2023-05-10,20.28
4513,26,2023-05-09,3.83
4514,27,2023-05-12,12.56
4515,3,2023-05-28,72.13
4516,9,2023-05-30,34.34
4517,35,2023-05-19,40.63
4518,2,2023-05-06,6.71
4519,19,2023-05-19,56.50
4520,26,2023-05-05,38.81
4521,17,2023-05-30,98.08
4522,23,2023-05-18,82.53
4523,27,2023-05-22,67.61
4524,31,2023-05-12,44.54
4525,26,2023-05-27,84.58
4526,30,2023-05-02,87.92
4527,40,2023-05-12,75.25
4528,13,2023-05-09,82.90
4529,25,2023-05-13,95.35
4530,11,2023-05-06,46.81
4531,5,2023-05-23,67.49
4532,8,2023-05-10,47.14
4533,36,2023-05-03,62.61
4534,12,2023-05-10,28.36
4535,8,2023-05-12,5.81
4536,28,2023-05-15,63.01
4537,30,2023-05-09,40.66
4538,37,2023-05-03,20.79
4539,5,2023-05-28,43.44
4540,22,2023-05-11,95.47
4541,12,2023-05-17,38.85
4542,34,2023-05-16,28.80
4543,24,2023-05-13,32.30
4544,27,2023-05-12,22.97
4545,3,2023-05-16,40.13
4546,16,2023-05-20,38.91
4547,30,2023-05-19,69.02
4548,39,2023-05-12,36.07
4549,23,2023-05-30,68.34
4550,35,2023-05-09,21.70
4551,3,2023-05-18,55.33
4552,38,2023-05-23,41.87
4553,5,2023-05-11,91.80
4554,32,2023-05-10,65.22
4555,36,2023-05-23,73.24
4556,6,2023-05-17,81.11
4557,25,2023-05-30,76.47
4558,35,2023-05-29,58.57
4559,5,2023-05-11,0.47
4560,10,2023-05-27,89.40
4561,15,2023-05-28,26.21
4562,32,2023-05-10,69.96
4563,20,2023-05-15,16.38
4564,38,2023-05-19,59.26
4565,21,2023-05-11,73.25
4566,21,2023-05-24,88.24
4567,20,2023-05-08,73.97
4568,33,2023-05-25,84.75
4569,30,2023-05-30,6.74
4570,6,2023-05-08,22.12
4571,1,2023-05-27,38.12
4572,37,2023-05-29,95.07
4573,39,2023-05-14,52.19
4574,39,2023-05-26,76.23
4575,25,2023-05-17,15.72
4576,24,2023-05-14,9.04
4577,29,2023-05-21,39.74
4578,21,2023-05-23,48.08
4579,32,2023-05-27,27.86
4580,6,2023-05-22,66.91
4581,12,2023-05-03,24.15
4582,12,2023-05-03,15.12
4583,3,2023-05-02,99.54
4584,27,2023-05-28,21.22
4585,17,2023-05-08,44.40
4586,33,2023-05-22,6.14
4587,21,2023-05-10,67.39
4588,29,2023-05-15,93.37
4589,32,2023-05-03,35.77
4590,40,2023-05-14,75.87
4591,28,2023-05-18,30.64
4592,23,2023-05-06,27.49
4593,21,2023-05-22,32.35
4594,30,2023-05-02,27.24
4595,11,2023-05-08,95.78
4596,21,2023-05-10,98.24
4597,38,2023-05-30,22.78
4598,7,2023-05-17,50.23
4599,40,2023-05-03,90.42
4600,38,2023-05-17,54.28
4601,14,2023-05-21,47.15
4602,24,2023-05-20,71.54
4603,23,2023-05-03,46.50
4604,20,2023-05-30,3.94
4605,34,2023-05-02,48.02
4606,29,2023-05-25,34.17
4607,28,2023-05-19,78.52
4608,5,2023-05-03,74.73
4609,39,2023-05-11,13.36
4610,19,2023-05-09,51.12
4611,4,2023-05-11,6.91
4612,13,2023-05-08,3.50
4613,18,2023-05-15,74.29
4614,38,2023-05-09,2.27
4615,11,2023-05-22,2.15
4616,25,2023-05-25,38.61
4617,13,2023-05-11,45.59
4618,11,2023-05-30,68.63
4619,6,2023-05-22,49.91
4620,20,2023-05-25,61.06
4621,15,2023-05-12,21.85
4622,30,2023-05-24,23.12
4623,26,2023-05-14,62.62
4624,12,2023-05-04,55.91
4625,12,2023-05-07,67.10
4626,28,2023-05-29,21.97
4627,35,2023-05-04,87.90
4628,13,2023-05-14,90.89
4629,31,2023-05-07,60.83
4630,1,2023-05-05,65.85
4631,21,2023-05-29,89.20
4632,35,2023-05-29,83.75
4633,7,2023-05-12,88.35
4634,26,2023-05-23,25.03
4635,12,2023-05-17,99.02
4636,12,2023-05-08,64.88
4637,38,2023-05-21,88.28
4638,11,2023-05-26,47.51
4639,39,2023-05-20,70.23
4640,35,2023-05-17,67.02
4641,26,2023-05-28,95.18
4642,33,2023-05-13,94.40
4643,16,2023-05-28,75.64
4644,21,2023-05-17,98.60
4645,7,2023-05-09,40.07
4646,16,2023-05-04,71.62
4647,4,2023-05-17,31.51
4648,30,2023-05-09,82.35
4649,34,2023-05-13,96.86
4650,37,2023-05-23,52.10
4651,40,2023-05-21,45.10
4652,12,2023-05-16,65.85
4653,7,2023-05-16,87.51
4654,4,2023-05-02,7.61
4655,25,2023-05-04,11.89
4656,2,2023-05-12,35.68
4657,19,2023-05-05,83.81
4658,2,2023-05-30,94.32
4659,11,2023-05-12,12.72
4660,29,2023-05-26,91.73
4661,26,2023-05-16,68.73
4662,28,2023-05-07,61.35
4663,10,2023-05-27,86.24
4664,2,2023-05-16,63.38
4665,16,2023-05-15,45.15
4666,21,2023-05-23,76.23
4667,27,2023-05-12,77.14
4668,4,2023-05-13,74.20
4669,26,2023-05-06,4.90
4670,26,2023-05-04,86.69
4671,34,2023-05-24,85.54
4672,17,2023-05-08,86.78
4673,14,2023-05-02,96.02
4674,16,2023-05-07,62.71
4675,12,2023-05-07,67.82
4676,37,2023-05-18,84.25
4677,38,2023-05-18,51.11
4678,35,2023-05-17,88.00
4679,14,2023-05-14,64.40
4680,37,2023-05-09,70.35
4681,8,2023-05-20,64.62
4682,32,2023-05-27,95.20
4683,19,2023-05-08,54.85
4684,12,2023-05-15,94.44
4685,24,2023-05-02,32.07
4686,27,2023-05-23,63.71
4687,25,2023-05-13,65.67
4688,24,2023-05-22,33.27
4689,18,2023-05-01,89.02
4690,25,2023-05-04,24.49
4691,27,2023-05-15,81.10
4692,22,2023-05-04,86.06
4693,36,2023-05-08,12.62
4694,7,2023-05-30,40.88
4695,16,2023-05-07,32.49
4696,40,2023-05-06,64.57
4697,34,2023-05-05,73.82
4698,24,2023-05-17,59.55
4699,17,2023-05-06,66.48
4700,5,2023-05-10,84.79
4701,31,2023-05-18,52.90
4702,33,2023-05-14,50.82
4703,30,2023-05-30,17.47
4704,40,2023-05-11,91.84
4705,9,2023-05-22,56.43
4706,15,2023-05-22,82.39
4707,17,2023-05-17,34.65
4708,38,2023-05-12,74.85
4709,21,2023-05-19,98.36
4710,38,2023-05-27,95.68
4711,16,2023-05-06,39.19
4712,4,2023-05-14,53.32
4713,30,2023-05-11,33.26
4714,11,2023-05-28,78.90
4715,14,2023-05-01,11.79
4716,37,2023-05-06,41.69
4717,33,2023-05-05,54.55
4718,11,2023-05-09,56.04
4719,9,2023-05-18,36.01
4720,23,2023-05-28,23.67
4721,27,2023-05-20,95.59
4722,33,2023-05-10,35.77
4723,37,2023-05-18,47.87
4724,15,2023-05-18,93.16
4725,15,2023-05-10,96.60
4726,26,2023-05-11,89.60
4727,6,2023-05-12,67.03
4728,31,2023-05-20,43.11
4729,20,2023-05-21,25.20
4730,3,2023-05-17,53.32
4731,9,2023-05-09,9.94
4732,38,2023-05-26,9.25
4733,37,2023-05-18,63.53
4734,17,2023-05-29,70.80
4735,2,2023-05-16,10.41
4736,7,2023-05-27,0.15
4737,22,2023-05-20,99.83
4738,7,2023-05-12,24.48
4739,14,2023-05-30,97.90
4740,23,2023-05-01,70.30
4741,12,2023-05-29,87.33
4742,26,2023-05-24,21.48
4743,18,2023-05-24,8.98
4744,27,2023-05-29,17.86
4745,4,2023-05-23,58.37
4746,15,2023-05-21,29.65
4747,26,2023-05-01,32.39
4748,15,2023-05-24,13.74
4749,34,2023-05-08,6.72
4750,3,2023-05-29,82.57
4751,1,2023-05-12,12.98
4752,15,2023-05-19,93.58
4753,3,2023-05-27,75.79
4754,33,2023-05-25,97.70
4755,30,2023-05-25,65.02
4756,24,2023-05-23,69.35
4757,27,2023-05-09,15.82
4758,14,2023-05-04,76.82
4759,28,2023-05-11,70.21
4760,7,2023-05-22,42.19
4761,15,2023-05-08,97.85
4762,39,2023-05-09,82.88
4763,8,2023-05-28,60.83
4764,24,2023-05-20,23.04
4765,26,2023-05-02,97.40
4766,33,2023-05-24,12.45
4767,7,2023-05-19,13.36
4768,15,2023-05-29,92.91
4769,3,2023-05-18,85.65
4770,39,2023-05-04,7.81
4771,4,2023-05-30,3.04
4772,1,2023-05-12,59.13
4773,36,2023-05-25,91.12
4774,14,2023-05-08,77.94
4775,37,2023-05-14,94.66
4776,3,2023-05-21,89.57
4777,35,2023-05-21,19.78
4778,36,2023-05-13,22.48
4779,30,2023-05-19,70.07
4780,17,2023-05-07,31.15
4781,4,2023-05-20,46.30
4782,19,2023-05-27,77.76
4783,10,2023-05-30,17.73
4784,7,2023-05-12,44.46
4785,4,2023-05-07,14.45
4786,25,2023-05-22,29.21
4787,16,2023-05-07,34.76
4788,18,2023-05-01,11.16
4789,7,2023-05-05,9.63
4790,27,2023-05-28,59.08
4791,20,2023-05-01,16.77
4792,15,2023-05-17,95.61
4793,18,2023-05-15,91.18
4794,36,2023-05-18,23.73
4795,9,2023-05-02,35.98
4796,18,2023-05-09,67.61
4797,17,2023-05-22,97.60
4798,17,2023-05-06,79.63
4799,20,2023-05-17,32.95
4800,7,2023-05-09,17.67
4801,24,2023-05-11,62.40
4802,40,2023-05-22,2.17
4803,35,2023-05-02,72.34
4804,35,2023-05-23,21.64
4805,29,2023-05-12,3.61
4806,11,2023-05-04,66.44
4807,32,2023-05-25,38.10
4808,27,2023-05-13,36.23
4809,19,2023-05-29,74.73
4810,8,2023-05-29,84.13
4811,18,2023-05-14,68.36
4812,3,2023-05-28,32.01
4813,39,2023-05-03,90.01
4814,36,2023-05-08,15.65
4815,20,2023-05-29,55.68
4816,31,2023-05-16,95.75
4817,30,2023-05-23,62.10
4818,10,2023-05-22,1.71
4819,19,2023-05-02,62.72
4820,29,2023-05-12,58.43
4821,4,2023-05-25,14.73
4822,16,2023-05-17,83.34
4823,27,2023-05-29,28.98
4824,31,2023-05-06,30.89
4825,14,2023-05-29,58.54
4826,9,2023-05-27,4.65
4827,9,2023-05-02,68.89
4828,20,2023-05-18,53.47
4829,23,2023-05-13,42.79
4830,11,2023-05-30,17.38
4831,34,2023-05-25,86.61
4832,8,2023-05-20,91.47
4833,6,2023-05-23,20.87
4834,1,2023-05-23,31.40
4835,1,2023-05-24,58.01
4836,30,2023-05-05,33.00
4837,37,2023-05-03,92.57
4838,1,2023-05-16,80.28
4839,4,2023-05-21,55.22
4840,36,2023-05-14,70.85
4841,11,2023-05-20,10.98
4842,22,2023-05-25,96.19
4843,7,2023-05-26,14.01
4844,22,2023-05-21,75.08
4845,10,2023-05-03,66.77
4846,13,2023-05-24,13.04
4847,22,2023-05-04,69.56
4848,24,2023-05-26,87.88
4849,24,2023-05-26,88.03
4850,20,2023-05-06,42.23
4851,6,2023-05-07,10.97
4852,8,2023-05-11,97.43
4853,17,2023-05-01,18.22
4854,21,2023-05-12,90.06
4855,35,2023-05-22,29.73
4856,25,2023-05-26,72.35
4857,26,2023-05-09,60.38
4858,15,2023-05-23,10.82
4859,19,2023-05-11,62.84
4860,7,2023-05-07,63.39
4861,15,2023-05-23,0.40
4862,4,2023-05-07,15.02
4863,32,2023-05-03,55.70
4864,33,2023-05-06,3.98
4865,20,2023-05-04,47.20
4866,27,2023-05-29,76.50
4867,33,2023-05-12,95.32
4868,9,2023-05-15,66.37
4869,39,2023-05-19,52.76
4870,38,2023-05-06,7.85
4871,33,2023-05-25,89.18
4872,29,2023-05-01,54.87
4873,11,2023-05-04,99.93
4874,20,2023-05-11,98.22
4875,5,2023-05-12,90.10
4876,1,2023-05-23,42.89
4877,22,2023-05-05,70.78
4878,39,2023-05-15,32.57
4879,33,2023-05-08,92.64
4880,10,2023-05-23,85.50
4881,3,2023-05-23,33.52
4882,30,2023-05-29,36.57
4883,26,2023-05-09,51.25
4884,35,2023-05-09,64.02
4885,7,2023-05-16,10.81
4886,19,2023-05-05,16.32
4887,20,2023-05-04,95.68
4888,26,2023-05-01,44.30
4889,7,2023-05-18,17.36
4890,21,2023-05-14,86.95
4891,36,2023-05-04,44.01
4892,19,2023-05-10,55.46
4893,39,2023-05-26,79.69
4894,7,2023-05-18,9.30
4895,7,2023-05-22,38.64
4896,3,2023-05-10,20.59
4897,11,2023-05-17,76.02
4898,5,2023-05-19,78.80
4899,17,2023-05-11,55.74
4900,21,2023-05-30,96.07
4901,17,2023-05-23,59.08
4902,13,2023-05-21,35.73
4903,22,2023-05-02,63.44
4904,23,2023-05-01,1.22
4905,36,2023-05-22,49.77
4906,34,2023-05-22,90.86
4907,19,2023-05-30,29.20
4908,5,2023-05-22,44.89
4909,26,2023-05-17,14.63
4910,2,2023-05-08,85.86
4911,20,2023-05-06,1.75
4912,36,2023-05-15,80.56
4913,22,2023-05-17,64.85
4914,40,2023-05-02,32.37
4915,38,2023-05-25,18.04
4916,23,2023-05-03,46.73
4917,13,2023-05-06,39.88
4918,18,2023-05-16,98.99
4919,29,2023-05-22,10.40
4920,28,2023-05-18,74.10
4921,4,2023-05-19,63.45
4922,27,2023-05-26,40.39
4923,23,2023-05-20,14.61
4924,31,2023-05-04,66.27
4925,7,2023-05-15,84.88
4926,33,2023-05-16,87.49
4927,31,2023-05-06,4.00
4928,13,2023-05-25,85.57
4929,26,2023-05-06,43.59
4930,32,2023-05-17,43.08
4931,17,2023-05-22,0.03
4932,1,2023-05-04,0.64
4933,11,2023-05-18,19.68
4934,19,2023-05-26,51.83
4935,19,2023-05-23,34.92
4936,9,2023-05-03,77.50
4937,38,2023-05-22,58.60
4938,1,2023-05-02,38.96
4939,25,2023-05-07,66.45
4940,34,2023-05-27,20.55
4941,22,2023-05-07,82.49
4942,37,2023-05-27,36.64
4943,15,2023-05-03,70.50
4944,6,2023-05-10,95.40
4945,9,2023-05-19,26.51
4946,11,2023-05-18,42.28
4947,3,2023-05-15,61.68
4948,36,2023-05-16,89.91
4949,4,2023-05-28,62.64
4950,17,2023-05-06,77.82
4951,23,2023-05-06,17.45
4952,23,2023-05-19,95.34
4953,2,2023-05-07,99.13
4954,27,2023-05-02,44.29
4955,34,2023-05-26,6.03
4956,4,2023-05-08,13.98
4957,32,2023-05-21,68.33
4958,20,2023-05-16,90.56
4959,22,2023-05-06,43.65
4960,8,2023-05-30,25.15
4961,2,2023-05-27,40.89
4962,35,2023-05-10,40.64
4963,2,2023-05-08,31.41
4964,30,2023-05-05,66.03
4965,38,2023-05-27,29.12
4966,11,2023-05-14,48.52
4967,1,2023-05-29,47.13
4968,4,2023-05-18,9.07
4969,24,2023-05-03,67.50
4970,40,2023-05-01,74.73
4971,40,2023-05-15,92.73
4972,6,2023-05-10,42.54
4973,35,2023-05-06,83.16
4974,8,2023-05-04,3.88
4975,11,2023-05-30,22.31
4976,17,2023-05-05,85.94
4977,5,2023-05-19,94.29
4978,39,2023-05-14,47.07
4979,24,2023-05-06,1.53
4980,9,2023-05-25,96.87
4981,11,2023-05-26,99.25
4982,17,2023-05-15,98.55
4983,17,2023-05-27,73.54
4984,18,2023-05-21,50.93
4985,40,2023-05-07,44.43
4986,34,2023-05-30,40.67
4987,37,2023-05-25,31.90
4988,1,2023-05-25,1.48
4989,9,2023-05-19,83.61
4990,32,2023-05-10,16.25
4991,31,2023-05-28,25.91
4992,35,2023-05-01,50.70
4993,11,2023-05-17,66.80
4994,15,2023-05-08,12.50
4995,11,2023-05-16,48.65
4996,19,2023-05-04,88.66
4997,34,2023-05-25,21.44
4998,35,2023-05-20,25.72
4999,8,2023-05-15,83.28
5000,40,2023-05-07,82.17
5001,10,2023-05-27,13.73
5002,32,2023-05-04,0.83
5003,40,2023-05-11,7.76
5004,28,2023-05-05,19.77
5005,25,2023-05-25,3.25
5006,12,2023-05-20,64.89
5007,32,2023-05-24,83.63
5008,5,2023-05-12,44.79
5009,10,2023-05-23,28.40
5010,11,2023-05-05,98.76
5011,29,2023-05-30,79.07
5012,14,2023-05-11,32.96
5013,10,2023-05-03,85.93
5014,17,2023-05-27,16.09
5015,12,2023-05-16,1.66
5016,5,2023-05-18,96.25
5017,22,2023-05-02,92.09
5018,2,2023-05-08,43.62
5019,1,2023-05-16,41.30
